Song Title,Artist,Creator,Circle Size,Total Notes,Average Interval,Minimum Interval,Maximum Interval,2 Chord,3 Chord,4 Chord,1 Note on Drag,2 Note on Drag,3 Note on Drag,Drag on 1 Drag,Drag on 2 Drag,Drag on 3 Drag,NPM,Difficulty 
Thor ~ Deepin' Absonant Mix ~,XeoN,biemote,4,482,409.0453563714903,204,2041,446,18,0,56,0,0,24,0,0,147.58415154422423,1.32
Thor ~ Deepin' Absonant Mix ~,XeoN,biemote,4,1217,196.05383022774328,1,1225,717,250,0,77,0,0,12,0,0,372.63467308987737,2.85
Thor ~ Deepin' Absonant Mix ~,XeoN,biemote,4,1650,162.1472602739726,1,1225,755,347,67,243,0,0,16,0,0,505.215456531058,3.75
Thor ~ Deepin' Absonant Mix ~,XeoN,biemote,4,747,276.8830409356725,102,1633,623,62,0,66,0,0,21,0,0,228.7248157749699,1.88
Trust in you (TV Size),sweet ARMS,victorica_db,4,885,187.46138996138995,52,1105,255,163,100,300,17,9,46,6,1,543.9904929721756,3.65
Trust in you (TV Size),sweet ARMS,victorica_db,4,366,295.4892857142857,105,2526,199,80,1,35,2,0,19,2,0,224.97233946645903,1.93
Trust in you (TV Size),sweet ARMS,victorica_db,4,686,207.04690831556502,79,1579,284,156,30,14,1,0,9,1,0,421.6694668688276,2.57
Home (Full Version),Blackmill,Tidek,4,1752,353.61333333333334,107,3429,833,410,33,400,41,7,61,13,6,233.03656936118895,2.36
This Will Be the Day (James Landino's Magical Girl Remix),Jeff Williams & Casey Lee Williams,Fullerene-,4,360,583.6632302405499,346,3693,224,68,0,73,10,0,59,6,0,125.90787740303345,1.18
This Will Be the Day (James Landino's Magical Girl Remix),Jeff Williams & Casey Lee Williams,Fullerene-,4,1399,163.78592092574735,29,3692,723,270,44,416,24,15,348,23,12,489.29200135234385,3.14
This Will Be the Day (James Landino's Magical Girl Remix),Jeff Williams & Casey Lee Williams,Fullerene-,4,1683,143.08845829823085,29,3692,754,376,55,471,29,12,383,24,11,588.6193268591813,4.17
This Will Be the Day (James Landino's Magical Girl Remix),Jeff Williams & Casey Lee Williams,Fullerene-,4,787,251.99703264094956,115,3692,563,112,0,293,42,2,220,27,2,275.24860976718696,2.08
ANGEL,angela,HinagikuKatsura,4,609,176.93306288032454,81,652,382,109,3,175,6,2,107,4,2,416.2869121399927,2.45
ANGEL,angela,HinagikuKatsura,4,414,225.97927461139898,163,652,360,27,0,112,0,0,70,0,0,282.9930732774335,1.76
ANGEL,angela,HinagikuKatsura,4,785,169.3747572815534,1,652,271,222,22,359,90,15,119,24,12,536.5931461903026,3.32
tsunagukizuna,Team.Nekokan[Neko] featuring.Amaoto Junka,- [ S o r a ] -,4,210,449.4583333333333,222,4074,176,17,0,11,0,0,3,0,0,145.7405586721416,1.19
tsunagukizuna,Team.Nekokan[Neko] featuring.Amaoto Junka,- [ S o r a ] -,4,521,220.14285714285714,111,4074,268,122,3,194,2,0,20,1,0,361.5753860389798,2.5
tsunagukizuna,Team.Nekokan[Neko] featuring.Amaoto Junka,- [ S o r a ] -,4,678,180.9140461215933,55,2444,291,174,13,273,3,2,29,3,1,470.5338037129143,2.92
tsunagukizuna,Team.Nekokan[Neko] featuring.Amaoto Junka,- [ S o r a ] -,4,318,347.96774193548384,222,4074,180,69,0,28,0,0,8,0,0,220.69284598924295,1.53
Let Me Hit It,Sporty-O,DrawdeX,4,689,241.9655870445344,117,938,301,194,0,256,17,0,78,9,0,345.6579541463904,2.3
Let Me Hit It,Sporty-O,DrawdeX,4,1115,159.37466666666666,117,469,444,250,57,523,9,0,137,4,0,559.3739025736216,3.52
Let Me Hit It,Sporty-O,DrawdeX,4,405,391.9049180327869,234,1406,207,99,0,130,2,0,44,1,0,203.18065519490293,1.56
Snow halation (TV Size),u's,Xinely,4,438,340.47139588100686,43,11098,438,0,0,4,0,0,4,0,0,175.4421101119545,4.1
Snow halation (TV Size),u's,Xinely,4,334,446.8048048048048,86,11098,334,0,0,26,0,0,26,0,0,133.78462277943564,3.43
Snow halation (TV Size),u's,Xinely,4,447,333.60089686098655,86,11098,447,0,0,12,0,0,12,0,0,179.0470849772686,4.59
Snow halation (TV Size),u's,Xinely,4,498,299.3682092555332,86,11098,498,0,0,5,0,0,5,0,0,199.4752758807154,2.98
Snow halation (TV Size),u's,Xinely,4,376,396.7626666666667,86,11445,376,0,0,2,0,0,2,0,0,150.60783881756822,3.35
Snow halation (TV Size),u's,Xinely,4,665,224.07530120481928,86,11098,665,0,0,4,0,0,4,0,0,266.3675872704332,4.13
Sakura Mirage,Ryu*,Spy,4,969,135.46143437077131,40,3369,514,223,3,93,4,0,18,1,0,570.4921893398225,3.34
Sakura Mirage,Ryu*,Spy,4,525,207.25879917184264,80,3530,444,39,1,39,16,0,24,8,0,309.09019546275215,1.99
Sakura Mirage,Ryu*,Spy,4,1422,115.99768250289686,40,3369,399,373,91,79,11,0,12,5,0,837.1928722819688,4.3
VOLTEXES II,Sota Fujimori,Spy,4,727,177.36006546644845,102,1021,497,115,0,45,0,0,30,0,0,400.47741461623207,2.64
VOLTEXES II,Sota Fujimori,Spy,4,446,299.2443820224719,102,2449,272,81,4,51,11,2,32,6,2,246.1459214834983,1.69
VOLTEXES II,Sota Fujimori,Spy,4,1445,125.47911832946636,51,408,370,405,87,37,8,0,25,5,0,797.4907097391368,3.79
VOLTEXES II,Sota Fujimori,Spy,4,1075,139.03870967741935,51,816,497,259,20,85,2,0,31,1,0,595.5238763526239,3.27
Enemy Appearance!,Hyadain,Marirose,4,551,191.46116504854368,88,2295,282,124,7,140,2,0,42,2,0,419.00078578489774,2.73
Enemy Appearance!,Hyadain,Marirose,4,838,154.06640625,1,353,256,190,66,215,6,0,42,2,0,637.246204151986,3.63
Enemy Appearance!,Hyadain,Marirose,4,246,372.08490566037733,88,2295,180,33,0,43,1,1,20,1,0,187.06750145750425,1.61
Heart of Witch,Rex,nowsmart,4,384,300.7003610108303,176,706,172,106,0,60,1,0,30,1,0,274.4556153809501,1.78
Heart of Witch,Rex,nowsmart,4,1222,114.4281805745554,88,529,349,293,73,231,16,11,70,7,6,873.3978176966694,4.37
Heart of Witch,Rex,nowsmart,4,805,145.72648083623693,88,706,373,175,26,162,1,0,50,1,0,575.3561728689189,2.96
Heart of Witch,Rex,nowsmart,4,1014,121.93440233236151,88,706,422,207,54,257,2,1,44,1,1,724.7343593653213,3.72
Nihonshiki Koukaku-OukaRanman-,ETIA.,Rido,4,995,160.44568245125348,43,2400,462,238,19,236,10,2,153,8,2,511.8795496831835,2.99
Nihonshiki Koukaku-OukaRanman-,ETIA.,Rido,4,1246,141.69741697416976,28,2400,431,335,47,307,44,6,172,27,6,641.0069536736146,3.81
Nihonshiki Koukaku-OukaRanman-,ETIA.,Rido,4,550,255.43237250554324,85,2400,354,98,0,116,23,0,76,12,0,282.9484947997496,1.82
Nihonshiki Koukaku-OukaRanman-,ETIA.,Rido,4,341,378.94736842105266,171,2400,269,36,0,68,2,0,58,2,0,175.42806677584477,1.39
Wings of Courage -Sora o Koete-,Kawada Mami,Tsukuyomi,4,390,331.8457583547558,93,3039,390,0,0,5,0,0,5,0,0,173.46310943743097,3.47
mnemonic,yanaginagi,Sharlo,4,534,536.2439024390244,136,17455,534,0,0,61,0,0,61,0,0,108.60538349157495,3.27
snow prism,Qrispy Joybox,LNP-,4,811,166.46656050955414,76,1377,451,174,4,72,3,2,33,2,1,460.2506502719319,2.72
snow prism,Qrispy Joybox,LNP-,4,320,376.04676258992805,153,2449,238,41,0,92,4,0,31,3,0,181.60321589028138,1.32
snow prism,Qrispy Joybox,LNP-,4,1134,157.44126506024097,76,1377,275,316,69,86,23,0,28,9,0,643.5563963111847,3.7
snow prism,Qrispy Joybox,LNP-,4,554,241.43418013856814,76,1377,315,118,1,49,0,0,18,0,0,314.40056751004965,1.99
"Utakata, Ai no Mahoroba",senya,Kyousuke-,4,380,319.5206896551724,95,3097,202,89,0,110,9,0,44,5,0,243.11701605851871,1.8
"Utakata, Ai no Mahoroba",senya,Kyousuke-,4,621,219.05673758865248,95,3097,252,150,19,172,14,0,66,4,0,397.30438676931607,2.7
"Utakata, Ai no Mahoroba",senya,Kyousuke-,4,251,430.09767441860464,193,3097,181,35,0,62,4,0,26,2,0,160.91118899051202,1.46
"Utakata, Ai no Mahoroba",senya,Kyousuke-,4,770,188.33536585365854,48,3097,243,223,27,261,5,0,54,2,0,492.63184832910366,3.27
Go Beyond!!,Ryu* Vs. Sota,DE-CADE,4,899,182.6086956521739,37,3600,355,188,56,46,13,2,20,9,1,493.86559238234753,4.09
Go Beyond!!,Ryu* Vs. Sota,DE-CADE,4,786,192.93286219081273,75,3600,370,175,22,25,17,1,19,8,0,431.78904962461087,3.29
Go Beyond!!,Ryu* Vs. Sota,DE-CADE,4,645,256.3380281690141,75,3600,218,200,9,56,8,0,21,5,0,354.3307086614173,2.69
Go Beyond!!,Ryu* Vs. Sota,DE-CADE,4,480,325.0,75,3600,198,135,4,49,1,0,22,0,0,263.6879692364036,2.1
Go Beyond!!,Ryu* Vs. Sota,DE-CADE,4,1114,171.42857142857142,37,3600,308,184,146,84,0,0,41,0,0,611.97582860282,4.43
Go Beyond!!,Ryu* Vs. Sota,DE-CADE,4,291,410.5263157894737,150,3600,243,24,0,19,0,0,13,0,0,159.86083134956968,1.42
daze (short ver.),Jin ft. MARiA from GARNiDELiA,Takane6,4,258,364.5230125523013,151,910,222,18,0,78,0,0,16,0,0,176.18738689520947,1.28
daze (short ver.),Jin ft. MARiA from GARNiDELiA,Takane6,4,744,168.8391472868217,75,455,299,209,9,89,3,0,34,2,0,508.0752552326971,2.57
daze (short ver.),Jin ft. MARiA from GARNiDELiA,Takane6,4,956,157.25812274368232,75,455,231,249,73,247,14,2,62,8,1,652.8493871000785,3.47
daze (short ver.),Jin ft. MARiA from GARNiDELiA,Takane6,4,429,248.91714285714286,151,606,273,78,0,40,2,0,23,1,0,292.9627479769181,1.84
daze (short ver.),Jin ft. MARiA from GARNiDELiA,Takane6,4,1263,152.30944055944056,75,455,67,324,180,161,3,0,75,1,0,862.4987195684092,4.16
dreamin' feat.Ryu*,Mayumi Morinaga(moimoi),Simple_Star,4,1325,125.24544349939247,96,770,423,322,58,58,2,1,4,1,0,763.7401170107499,3.88
dreamin' feat.Ryu*,Mayumi Morinaga(moimoi),Simple_Star,4,470,258.3383458646617,96,3077,332,67,0,7,6,0,5,3,0,270.9115886755113,1.8
dreamin' feat.Ryu*,Mayumi Morinaga(moimoi),Simple_Star,4,765,178.33391003460207,96,3077,426,122,29,4,5,3,4,4,3,440.9518411420557,2.9
dreamin' feat.Ryu*,Mayumi Morinaga(moimoi),Simple_Star,4,1055,137.02968960863697,96,1539,479,222,32,50,0,0,15,0,0,608.1100554312009,3.72
Imaginary Waltz,Niira Etsuko,-Troke-,4,742,360.3647416413374,176,1764,576,83,0,56,0,0,22,0,0,184.19071102910146,1.45
Imaginary Waltz,Niira Etsuko,-Troke-,4,991,283.2974910394265,176,2117,686,151,1,361,21,1,65,7,0,246.0013404714819,1.95
Imaginary Waltz,Niira Etsuko,-Troke-,4,2039,192.15559157212317,88,705,622,424,187,908,124,8,113,16,2,506.1521021406171,3.2
Imaginary Waltz,Niira Etsuko,-Troke-,4,1515,241.2207527975585,176,706,559,319,106,44,0,0,16,0,0,376.0767213060495,2.63
IGNITE (TV size ver.),Aoi Eir,victorica_db,4,866,172.68823529411765,87,702,254,161,94,385,17,4,54,9,2,586.2905500705219,3.58
IGNITE (TV size ver.),Aoi Eir,victorica_db,4,344,321.4270072992701,87,2456,206,69,0,42,0,0,13,0,0,232.8913963328632,1.89
IGNITE (TV size ver.),Aoi Eir,victorica_db,4,662,191.7064017660044,87,877,274,152,28,130,16,1,40,8,1,448.1805359661495,2.82
divine intervention (TV SIZE),fhana,Zan -,4,235,390.8590308370044,169,1529,221,7,0,33,0,0,18,0,0,158.2083188402545,1.15
divine intervention (TV SIZE),fhana,Zan -,4,716,180.70264765784114,85,510,283,194,15,130,2,0,37,1,0,482.03045229626474,2.64
divine intervention (TV SIZE),fhana,Zan -,4,941,157.87366548042704,85,510,261,234,60,368,108,6,107,43,4,633.5065022496999,3.64
divine intervention (TV SIZE),fhana,Zan -,4,426,283.4664536741214,169,510,202,112,0,35,0,0,14,0,0,286.79465457850387,1.66
Startear -TV size ver.-,Haruna Luna,Kuo Kyoka,4,316,381.79910714285717,111,1511,135,89,1,26,0,0,9,0,0,220.34981695624384,1.61
Startear -TV size ver.-,Haruna Luna,Kuo Kyoka,4,551,255.29253731343283,56,1511,169,120,46,33,15,3,14,10,3,384.21756057876695,2.59
Startear -TV size ver.-,Haruna Luna,Kuo Kyoka,4,722,233.6693989071038,56,1511,141,116,91,74,20,2,33,12,2,503.45749317217735,3.13
Resonant World,Matsunaga Maho (from StylipS),Blanc Kisaragi,4,364,244.02479338842974,77,1579,364,0,0,3,0,0,3,0,0,245.8684198676093,5.48
Resonant World,Matsunaga Maho (from StylipS),Blanc Kisaragi,4,298,297.989898989899,78,1894,298,0,0,33,0,0,33,0,0,201.46478873239437,4.31
Resonant World,Matsunaga Maho (from StylipS),Blanc Kisaragi,4,290,306.50865051903116,78,1742,290,0,0,4,0,0,4,0,0,195.88418066375468,4.08
Resonant World,Matsunaga Maho (from StylipS),Blanc Kisaragi,4,243,365.7107438016529,79,2216,243,0,0,5,0,0,5,0,0,164.2835412229997,3.3
Resonant World,Matsunaga Maho (from StylipS),Blanc Kisaragi,4,338,262.620178041543,77,4421,338,0,0,4,0,0,4,0,0,228.50704225352112,5.07
SigNalize,Paul Bazooka,Ryu Sei,4,334,335.8407643312102,113,1818,296,19,0,58,4,0,32,2,0,189.6111268804996,1.45
SigNalize,Paul Bazooka,Ryu Sei,4,733,175.75666666666666,113,1818,477,116,8,112,8,0,50,4,0,416.1226227646892,2.61
SigNalize,Paul Bazooka,Ryu Sei,4,621,182.7625649913345,113,1818,535,43,0,21,3,0,11,1,0,352.54044848140785,2.19
Space Time (Amane Hardcore Remix),Amane,Lieselotte,4,4139,118.20951772596615,42,2743,2224,809,99,320,8,2,88,8,2,670.9190082912556,4.94
Shanghai Kouchakan ~ Chinese Tea Orchid Remix,Yooh,RuberusuScarlet,4,649,231.67237687366168,79,1915,290,175,3,111,2,0,22,2,0,350.0161794844138,2.33
Shanghai Kouchakan ~ Chinese Tea Orchid Remix,Yooh,RuberusuScarlet,4,995,164.8939393939394,79,639,389,212,58,118,13,5,34,8,5,536.6195663898177,3.31
Shanghai Kouchakan ~ Chinese Tea Orchid Remix,Yooh,RuberusuScarlet,4,434,280.28756476683935,79,1915,340,47,0,86,0,0,16,0,0,234.0632078524431,1.77
Shanghai Kouchakan ~ Chinese Tea Orchid Remix,Yooh,RuberusuScarlet,4,1331,117.02150537634408,39,639,564,335,31,56,13,1,23,5,0,717.8297918239672,4.2
Achromat,MiddleIsland,iJinjin,4,450,514.8746177370031,181,2909,206,122,0,44,7,0,24,6,0,159.25163527836594,1.23
Achromat,MiddleIsland,iJinjin,4,1411,161.0190657769304,30,2363,713,315,20,34,15,1,18,13,1,499.34234972838743,2.97
Achromat,MiddleIsland,iJinjin,4,831,251.35267857142858,90,2363,515,158,0,68,6,0,30,6,0,294.08468648071585,1.95
Achromat,MiddleIsland,iJinjin,4,1983,138.45,22,2318,609,467,140,108,11,8,57,11,8,701.7688727933327,3.96
Achromat,MiddleIsland,iJinjin,4,1685,157.2709497206704,45,2363,586,372,113,137,2,2,33,2,2,596.3089009867703,3.42
Achromat,MiddleIsland,iJinjin,4,2177,140.17344398340248,22,2318,494,486,193,120,30,8,49,20,8,770.4240222244504,4.54
Taekwonburi,xxdbxx,nowsmart,4,866,208.2072072072072,92,1482,273,256,27,261,20,0,116,12,0,448.8558322751186,2.8
Taekwonburi,xxdbxx,nowsmart,4,1254,172.47014925373134,61,926,230,302,136,366,101,8,104,24,4,649.9598310311763,3.62
Taekwonburi,xxdbxx,nowsmart,4,474,324.5926966292135,93,1482,240,117,0,56,0,0,17,0,0,245.6785964184829,1.73
Oracion(TV-Size),Kayano Ai,[AyanoTatemaya],4,624,187.3426724137931,90,362,310,151,4,211,45,29,113,19,11,427.26556883152455,2.52
Oracion(TV-Size),Kayano Ai,[AyanoTatemaya],4,444,212.5354523227384,180,723,376,34,0,93,39,4,41,11,2,304.0158855147386,1.94
Oracion(TV-Size),Kayano Ai,[AyanoTatemaya],4,828,191.79431072210065,90,542,195,161,97,276,44,33,113,23,20,562.3089983022071,3.26
Neurotoxin,sakuzyo,Rumia-,4,291,427.0137931034483,84,11916,291,0,0,6,0,0,6,0,0,137.16278850534982,3.35
Neurotoxin,sakuzyo,Rumia-,4,529,234.69128787878788,83,4666,529,0,0,3,0,0,3,0,0,249.181563390565,4.92
Neurotoxin,sakuzyo,Rumia-,4,354,350.80169971671387,83,4666,354,0,0,7,0,0,7,0,0,166.85782519207504,3.81
Neurotoxin,sakuzyo,Rumia-,4,612,202.12765957446808,83,10666,612,0,0,14,0,0,14,0,0,289.2249527410208,5.95
No Ordinary Girl,Katarzyna Laska,Tidek,4,591,200.92391304347825,96,1541,153,210,6,109,65,44,82,13,10,472.77478534478166,2.91
No Ordinary Girl,Katarzyna Laska,Tidek,4,179,406.73595505617976,192,1733,179,0,0,52,0,0,52,0,0,146.19604426718212,3.64
No Ordinary Girl,Katarzyna Laska,Tidek,4,275,264.2299270072993,96,1444,275,0,0,67,0,0,67,0,0,224.60286130433005,4.56
No Ordinary Girl,Katarzyna Laska,Tidek,4,318,301.7959183673469,192,1541,174,72,0,76,20,16,69,7,6,254.3864327235881,1.63
No Ordinary Girl,Katarzyna Laska,Tidek,4,231,322.73478260869564,96,1637,231,0,0,1,0,0,1,0,0,184.55392809587215,3.85
BLACK or WHITE?,BlackYooh vs. siromaru,DE-CADE,4,944,148.10608020698578,81,487,606,166,2,124,35,2,65,19,2,492.12803670107394,2.93
BLACK or WHITE?,BlackYooh vs. siromaru,DE-CADE,4,1119,128.4915824915825,81,487,694,169,29,158,33,9,60,17,0,583.3593994369722,3.36
BLACK or WHITE?,BlackYooh vs. siromaru,DE-CADE,4,1604,111.36770428015564,40,487,570,346,110,196,41,1,66,15,1,836.2006047336045,4.84
BLACK or WHITE?,BlackYooh vs. siromaru,DE-CADE,4,1430,117.06134969325153,40,487,598,313,66,93,46,3,39,18,2,745.4905640704828,4.3
BLACK or WHITE?,BlackYooh vs. siromaru,DE-CADE,4,627,218.90248565965584,81,1946,421,103,0,107,18,1,53,11,1,326.868939630904,2.1
BLACK or WHITE?,BlackYooh vs. siromaru,DE-CADE,4,374,343.8018018018018,162,2595,294,40,0,95,12,0,52,8,0,194.97445521843395,1.54
Lucid,yak_won,Critical_Star,4,958,143.4764331210191,85,1371,615,170,1,95,2,0,24,1,0,504.5380334603164,2.84
Lucid,yak_won,Critical_Star,4,1327,119.43690349946978,85,1371,602,302,39,143,1,0,29,1,0,698.8747081438829,3.54
Lucid,yak_won,Critical_Star,4,498,278.78465346534654,171,1371,312,93,0,45,1,0,16,1,0,262.2755121745695,1.75
Shiwa,Hanatan,puxtu,4,744,309.90972222222223,162,1622,698,23,0,151,2,0,71,1,0,197.54922135337148,1.42
Shiwa,Hanatan,puxtu,4,1740,180.67611336032388,81,1622,781,406,49,156,0,0,65,0,0,462.01027574578814,2.79
Shiwa,Hanatan,puxtu,4,1237,221.3640873015873,162,1622,781,228,0,170,4,0,70,2,0,328.4521328146781,2.15
Shiwa,Hanatan,puxtu,4,2305,182.15102040816328,81,1622,421,537,262,573,50,25,215,28,4,612.0308537896791,3.54
Caged Heart,Blue123,Krfawy,4,83,936.609756097561,400,3600,83,0,0,0,0,0,0,0,0,64.66188843876597,1.49
ZERO FILL LOVE,ESTi,Rinzler,4,268,414.9031007751938,113,1819,250,9,0,31,0,0,14,0,0,147.70587424792174,1.33
ZERO FILL LOVE,ESTi,Rinzler,4,750,223.4759916492693,113,1818,215,260,5,159,0,0,17,0,0,413.3559913654526,2.42
ZERO FILL LOVE,ESTi,Rinzler,4,464,311.17732558139534,113,1818,227,117,1,46,0,0,13,0,0,255.72957332476003,1.7
Nine Point Eight,Mili,[ S a k u r a ],4,1242,228.8894472361809,91,1464,509,131,157,132,2,0,96,2,0,404.88997555012224,2.73
Nine Point Eight,Mili,[ S a k u r a ],4,1605,191.9873551106428,91,1280,480,293,169,437,56,47,236,31,8,523.2273838630806,3.35
Nine Point Eight,Mili,[ S a k u r a ],4,864,282.47441860465113,91,1281,430,214,2,115,1,0,90,1,0,281.6625916870416,1.98
Shinobi,GReeeeN,ExUsagi,4,417,397.9829683698297,178,2857,407,5,0,54,0,0,27,0,0,151.54360058388502,1.3
Shinobi,GReeeeN,ExUsagi,4,1885,166.76297049847406,89,2500,320,458,175,0,0,0,0,0,0,683.5571564989302,4.16
Shinobi,GReeeeN,ExUsagi,4,1391,187.9908256880734,89,2143,475,280,116,370,11,3,110,5,1,504.41803962334853,3.49
Shinobi,GReeeeN,ExUsagi,4,1720,175.88841201716738,89,2143,371,345,209,469,18,2,151,7,2,623.723240943321,4.12
Shinobi,GReeeeN,ExUsagi,4,1079,231.2101551480959,89,2143,390,271,49,131,5,1,39,2,0,391.27754475456004,2.59
Shinobi,GReeeeN,ExUsagi,4,725,285.9632867132867,89,2143,422,150,1,89,2,0,39,1,0,263.4750849480015,1.89
Connect -TV MIX-,ClariS,captin1,4,341,256.13235294117646,85,1200,341,0,0,0,0,0,0,0,0,231.33282076794356,4.8
Connect -TV MIX-,ClariS,captin1,4,288,303.7317073170732,85,1200,288,0,0,33,0,0,33,0,0,196.71235371795456,4.41
Connect -TV MIX-,ClariS,captin1,4,300,295.8428093645485,85,857,300,0,0,0,0,0,0,0,0,201.95220464490072,3.89
Counting Stars (Nightcore Mix),"Alex Goot, Kurt Schneider, and Chrissy Costanza",DrawdeX,4,378,492.02932551319645,211,2957,306,36,0,65,1,0,10,1,0,134.733740465271,1.21
Counting Stars (Nightcore Mix),"Alex Goot, Kurt Schneider, and Chrissy Costanza",DrawdeX,4,820,286.3174061433447,52,2957,372,197,18,536,5,0,39,3,0,292.27954280825986,2.34
Counting Stars (Nightcore Mix),"Alex Goot, Kurt Schneider, and Chrissy Costanza",DrawdeX,4,554,467.3593314763231,105,2957,167,192,1,364,1,0,33,1,0,197.46691062899507,1.65
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,300,255.29765886287626,74,2000,300,0,0,0,0,0,0,0,0,211.21058869084635,3.45
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,376,203.55733333333333,74,667,376,0,0,0,0,0,0,0,0,264.7172711591941,3.92
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,88,873.5632183908046,444,2667,88,0,0,0,0,0,0,0,0,62.19887146744572,1.46
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,177,414.76704545454544,110,2000,177,0,0,2,0,0,2,0,0,129.68933177022274,3.09
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,280,261.64516129032256,110,1555,280,0,0,26,0,0,26,0,0,205.15826494724502,4.21
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,611,152.97194388777555,74,889,390,109,1,8,4,0,4,2,0,430.170613221938,2.66
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,773,151.7554671968191,74,889,291,157,56,47,9,0,15,3,0,544.225669428082,3.61
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,340,282.7148148148148,111,1111,202,69,0,11,2,0,6,1,0,239.3748093215367,1.92
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,135,567.1641791044776,221,2222,135,0,0,0,0,0,0,0,0,95.41872327392242,1.96
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,156,470.2516129032258,111,1333,156,0,0,1,0,0,1,0,0,114.4562107168187,2.85
unravel (TV edit),TK from Ling tosite sigure,Desperate-kun,4,213,360.0660377358491,110,1334,213,0,0,0,0,0,0,0,0,149.95951797050094,2.57
Distance,Sasaki Sayaka,hutunohito,4,193,547.984375,230,2355,193,0,0,30,0,0,16,0,0,109.1022150199267,0.92
Distance,Sasaki Sayaka,hutunohito,4,514,266.3853658536585,38,1616,310,99,2,156,47,19,49,27,13,279.9970947123765,2.19
Isetsu Higanbana Daiichi - Gensho no Amaryllis -,44teru-k remixed wa.,Marirose,4,1236,162.8501827040195,33,1534,459,312,51,69,7,0,9,1,0,548.1152993348115,4.05
Isetsu Higanbana Daiichi - Gensho no Amaryllis -,44teru-k remixed wa.,Marirose,4,1009,160.3117505995204,33,1534,662,172,1,97,5,0,9,1,0,447.450110864745,2.98
Isetsu Higanbana Daiichi - Gensho no Amaryllis -,44teru-k remixed wa.,Marirose,4,470,379.19075144508673,100,3200,224,123,0,15,0,0,8,0,0,212.34939759036143,1.69
Ignited Night,HHH,Shinzo-,4,708,158.07275803722504,76,1208,480,108,4,95,3,0,33,1,0,453.1635036963549,2.64
Ignited Night,HHH,Shinzo-,4,1081,135.0014450867052,50,1007,386,228,77,147,19,4,55,7,1,691.9064230166096,3.81
Ignited Night,HHH,Shinzo-,4,459,227.81885856079404,100,1208,349,55,0,28,0,0,19,0,0,293.78820366755207,1.8
Kakushigoto,Sharlo & yealina,Sharlo,4,1941,153.2051282051282,37,1800,1123,379,20,630,33,10,496,22,5,496.84724272391406,3.34
Kakushigoto,Sharlo & yealina,Sharlo,4,963,232.09459459459458,75,10725,963,0,0,25,0,0,25,0,0,257.20237883266265,5.61
Kakushigoto,Sharlo & yealina,Sharlo,4,1228,182.02933985330074,75,3900,1228,0,0,28,0,0,28,0,0,327.8703114500963,6.13
Kakushigoto,Sharlo & yealina,Sharlo,4,1199,194.69949916527545,50,10500,1199,0,0,5,0,0,5,0,0,306.61955562753866,5.07
Kakushigoto,Sharlo & yealina,Sharlo,4,2638,138.62284354550863,25,1800,976,465,232,730,105,47,497,53,22,675.2617343151392,4.29
Kakushigoto,Sharlo & yealina,Sharlo,4,682,327.09251101321587,75,9750,682,0,0,5,0,0,5,0,0,182.57831637092133,4.88
LittleGameStar,An,Ichigaki,4,973,173.35518292682926,69,2094,351,296,10,248,1,0,76,1,0,510.7388128253357,2.85
LittleGameStar,An,Ichigaki,4,417,283.3172588832487,139,2372,373,22,0,36,8,0,24,4,0,218.8880626394296,1.49
LittleGameStar,An,Ichigaki,4,1316,158.8282122905028,69,2094,264,308,144,301,6,0,88,3,0,690.7834302961375,4.14
LittleGameStar,An,Ichigaki,4,598,230.6713995943205,139,2094,390,104,0,127,9,0,40,5,0,313.8970298762084,2.11
Closer to my Heart (jun remix),NM feat.Heather Elmer,Sky_Demon,4,985,130.4896265560166,103,414,483,222,18,928,11,7,928,11,7,624.6366855149818,2.97
Closer to my Heart (jun remix),NM feat.Heather Elmer,Sky_Demon,4,884,129.7716643741403,103,414,578,145,4,755,62,40,739,61,40,560.5876446652222,2.68
Closer to my Heart (jun remix),NM feat.Heather Elmer,Sky_Demon,4,315,375.87250996015933,206,1241,189,63,0,273,24,8,271,24,8,199.75690958093327,1.35
Closer to my Heart (jun remix),NM feat.Heather Elmer,Sky_Demon,4,1132,126.1283422459893,1,414,469,178,101,940,27,27,940,27,27,717.8565766527506,3.51
Closer to my Heart (jun remix),NM feat.Heather Elmer,Sky_Demon,4,413,262.7966573816156,103,517,307,53,0,301,24,20,301,24,20,261.90350367277915,1.69
Senbonzakura,Momobako & Aihara Kaori,victorica_db,4,1031,252.02757158006364,97,1559,858,85,1,42,0,0,15,0,0,259.58984301235,1.78
Senbonzakura,Momobako & Aihara Kaori,victorica_db,4,1949,190.17651757188497,48,779,686,441,123,360,33,4,161,26,4,490.12745660984694,2.94
